question	answer	category	explanation	formula_id	variables	related_questions
系統連系同期発電機の有効電力と無効電力を何で調整するか説明せよ。	原動機入力を増減すると相差角と有効電力が主に変化し、界磁電流を増減すると内部起電力と無効電力・力率が主に変化する。無限大母線では周波数と端子電圧を発電機単独では変えられない。	機械制御論説	並行運転時の出力調整を問う問題で使う。問題文では「原動機入力、界磁電流、有効電力、無効電力」が手掛かりとなる。答案には「相差角、内部起電力、無限大母線」を入れる。有効電力を界磁だけで恒常的に増やせると考えない。出題例：R05 機械・制御 問1、H30 機械・制御 問2。	essay_machine_012	""	""
三相誘導電動機に回転磁界が生じる原理を説明せよ。	空間的に120度離れた三相巻線へ時間的に120度位相差のある電流を流すと、合成磁界は大きさをほぼ一定に保って同期速度で回転する。相順を入れ替えると回転方向が逆になる。	機械制御論説	誘導機の基本原理を問う問題で使う。問題文では「三相巻線、120度、合成磁界、同期速度」が手掛かりとなる。答案には「回転磁界、相順、回転方向」を入れる。単相交流だけでは始動回転磁界を作れない。出題例：H30 機械・制御 問1、R02 機械・制御 問1。	essay_machine_013	""	""
誘導電動機の滑りと二次周波数の関係を説明せよ。	滑りは同期速度と回転速度の差を同期速度で除した値である。回転子から見た回転磁界の相対速度が滑り倍になるため、二次電流の周波数は電源周波数の滑り倍となる。	機械制御論説	誘導機の速度関係を問う問題で使う。問題文では「滑り、同期速度、回転速度、二次周波数」が手掛かりとなる。答案には「相対速度、滑り周波数、回転子」を入れる。停止時は滑り1、同期速度では滑り0となる。出題例：R02 機械・制御 問1、R07 機械・制御 問2。	essay_machine_014	""	""
誘導電動機が電磁トルクを発生する原理を説明せよ。	回転磁界が回転子導体を相対的に横切って起電力と電流を誘導し、その電流と磁界の相互作用で回転磁界に追従する向きの力が生じる。トルク発生には零でない滑りが必要である。	機械制御論説	誘導機のトルク原理を問う問題で使う。問題文では「電磁誘導、二次電流、回転磁界、滑り」が手掛かりとなる。答案には「相互作用、追従トルク、相対速度」を入れる。回転子速度は電動機運転で同期速度へ到達しない。出題例：R03 機械・制御 問1、R07 機械・制御 問2。	essay_machine_015	""	""
誘導電動機のギャップ電力と二次銅損・機械的出力の関係を説明せよ。	固定子から空隙を越えて回転子へ伝わるギャップ電力のうち、滑り倍が二次銅損、残りの一マイナス滑り倍が機械的出力へ変換される。機械損を差し引くと軸出力となる。	機械制御論説	誘導機の電力フローを問う問題で使う。問題文では「ギャップ電力、滑り、二次銅損、機械的出力」が手掛かりとなる。答案には「回転子入力、軸出力、機械損」を入れる。一次銅損をギャップ電力から再度差し引かない。出題例：R07 機械・制御 問2、R03 機械・制御 問1。	essay_machine_016	""	""
誘導電動機の比例推移を説明せよ。	電圧と周波数を一定とし二次抵抗を増すと、最大トルクの大きさはほぼ変わらず、その発生滑りが二次抵抗に比例して大きくなる。この性質を巻線形誘導電動機の始動・速度制御に利用する。	機械制御論説	トルク特性の変化を問う問題で使う。問題文では「比例推移、二次抵抗、最大トルク、滑り」が手掛かりとなる。答案には「最大トルク一定、始動トルク、速度制御」を入れる。かご形では外部二次抵抗を接続できない。出題例：R01 機械・制御 問1、H28 機械・制御 問1。	essay_machine_017	""	""
誘導電動機の最大トルク条件をテブナン等価回路で説明せよ。	固定子側をテブナン等価化すると、最大トルクは二次抵抗の滑り換算値がテブナン抵抗と全漏れリアクタンスからなる等価インピーダンスの大きさに等しいとき生じる。まず端子側等価回路を作って判定する。	機械制御論説	最大トルク計算の前提を問う問題で使う。問題文では「テブナン等価回路、二次抵抗、滑り、漏れリアクタンス」が手掛かりとなる。答案には「最大トルク条件、等価電圧、等価インピーダンス」を入れる。簡略条件の二次抵抗イコール滑り倍リアクタンスを無条件に使わない。出題例：H28 機械・制御 問1、R03 機械・制御 問1。	essay_machine_018	""	""
誘導電動機の始動電流が大きくなる理由を説明せよ。	始動時は滑りが1で回転による逆起電力が小さく、等価回路のインピーダンスが主に小さい漏れインピーダンスとなるため大電流が流れる。電圧降下と機械衝撃を抑える始動方式が必要となる。	機械制御論説	誘導機の始動特性を問う問題で使う。問題文では「始動、滑り1、逆起電力、漏れインピーダンス」が手掛かりとなる。答案には「大電流、電圧降下、機械衝撃」を入れる。定常運転時の励磁電流だけで説明しない。出題例：H30 機械・制御 問1。	essay_machine_019	""	""
スターデルタ始動で始動電流と始動トルクがどう変化するか説明せよ。	デルタ運転用電動機を始動時だけスター結線にすると各相電圧はデルタ時の一ルート3となる。線電流と始動トルクは直入れデルタ始動のおよそ三分の一となり、加速後にデルタへ切り替える。	機械制御論説	誘導機の減電圧始動を問う問題で使う。問題文では「スターデルタ、相電圧、線電流、始動トルク」が手掛かりとなる。答案には「三分の一、結線切替、直入れ比較」を入れる。電源電圧と運転時デルタ定格が適合する機械に限る。出題例：H30 機械・制御 問1。	essay_machine_020	""	""
リアクトル始動と始動補償器始動の特徴を比較せよ。	リアクトル始動は固定子へ直列リアクトルを入れて端子電圧を下げ、構成が簡単だが入力力率が低い。始動補償器は単巻変圧器で減圧し、同じ電動機端子電流に対する電源側電流をより小さくできる。	機械制御論説	減電圧始動方式の比較を問う問題で使う。問題文では「リアクトル始動、始動補償器、単巻変圧器、減圧」が手掛かりとなる。答案には「電源電流、入力力率、設備費」を入れる。始動トルクはいずれも端子電圧の二乗にほぼ比例する。出題例：H30 機械・制御 問1。	essay_machine_021	""	""
